date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:50	27114/27114	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:27:52%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).html	(from )
14:27:51	1914/1914	---M-Z	200	added ('OK')	text/plain	etag:%2255151df1035cf1:0%22	http://msdn.microsoft.com/robots.txt		(from )
14:27:51	39399/39399	---M-Z	200	added ('OK')	text/css	date:Mon,%2017%20Mar%202014%2010:27:53%20GMT	http://i3.msdn.microsoft.com/Combined.css?resources=0:Topic,0:CodeSnippet,0:ExpandableCollapsibleArea,1:CommunityContent,0:TopicNotInScope,0:FeedViewerBasic,0:ImageSprite,2:Header,2:sprite,1:Toc,1:LibraryMemberFilter,2:Footer,3:DetailedLinkList,3:LinkList,4:Windows;/Areas/Epx/Content/Css:0,/Areas/Library/Content:1,/Areas/Epx/Themes/Windows/Content:2,/Areas/Epx/Themes/Base/Content:3,/Areas/Library/Themes/Windows/Content:4&amp;hashKey=E1AF301680B6D838738C2F52E9149624	C:/Hyper-V/Hyper-V/i3.msdn.microsoft.com/Combined6126.css	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:27:51	2342/2342	---M--	200	added ('OK')	image/png	etag:%227418b311035cf1:0%22	http://i.msdn.microsoft.com/Areas/Epx/Themes/Windows/Content/Windows_logo.png	C:/Hyper-V/Hyper-V/i.msdn.microsoft.com/Areas/Epx/Themes/Windows/Content/Windows_logo.png	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:28:04	28464/28464	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:28:05%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:28:08	27741/27741	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:28:07%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541584(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541584(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:28:19	159/159	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Mar%202014%2010:28:18%20GMT	http://go.microsoft.com/fwlink/p/?LinkId=317805	C:/Hyper-V/Hyper-V/go.microsoft.com/fwlink/p/indexbdd5.html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:28:19	142/142	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Mar%202014%2010:28:18%20GMT	http://go.microsoft.com/fwlink/p/?LinkId=317806	C:/Hyper-V/Hyper-V/go.microsoft.com/fwlink/p/index00a1.html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:28:25	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Mar%202014%2010:28:22%20GMT	http://go.microsoft.com/fwlink/p/?linkid=285656	C:/Hyper-V/Hyper-V/go.microsoft.com/fwlink/p/indexbae3.html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:29:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Mar%202014%2010:29:24%20GMT	http://www.microsoft.com/library/toolbar/3.0/trademarks/en-us.mspx	C:/Hyper-V/Hyper-V/www.microsoft.com/library/toolbar/3.0/trademarks/en-us.5.delayed	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:29:22	0/0	---M--	303	error ('Object%20Moved')	text/html	date:Mon,%2017%20Mar%202014%2010:29:24%20GMT	http://m.webtrends.com/dcsmgru7m99k7mqmgrhudo0k8_8c6m/njs.gif?dcsuri=/nojavascript&WT.js=No	C:/Hyper-V/Hyper-V/m.webtrends.com/dcsmgru7m99k7mqmgrhudo0k8_8c6m/njs6f73.gif	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:29:30	67/67	---M--	200	added ('OK')	image/gif	date:Mon,%2017%20Mar%202014%2010:29:29%20GMT	http://m.webtrends.com/dcsmgru7m99k7mqmgrhudo0k8_8c6m/njs.gif?dcsredirect=126&dcstlh=0&dcstlv=0&dcsuri=/nojavascript&WT.js=No	C:/Hyper-V/Hyper-V/m.webtrends.com/dcsmgru7m99k7mqmgrhudo0k8_8c6m/njsb803.html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:29:30	2911/2911	---M--	200	added ('OK')	image/png	etag:%22e21b111035cf1:0%22	http://i3.msdn.microsoft.com/Areas/Epx/Themes/Windows/Content/sprite.min.png	C:/Hyper-V/Hyper-V/i3.msdn.microsoft.com/Areas/Epx/Themes/Windows/Content/sprite.min.png	(from http://i3.msdn.microsoft.com/Combined.css?resources=0:Topic,0:CodeSnippet,0:ExpandableCollapsibleArea,1:CommunityContent,0:TopicNotInScope,0:FeedViewerBasic,0:ImageSprite,2:Header,2:sprite,1:Toc,1:LibraryMemberFilter,2:Footer,3:DetailedLinkList,3:LinkList,4:Windows;/Areas/Epx/Content/Css:0,/Areas/Library/Content:1,/Areas/Epx/Themes/Windows/Content:2,/Areas/Epx/Themes/Base/Content:3,/Areas/Library/Themes/Windows/Content:4&amp;hashKey=E1AF301680B6D838738C2F52E9149624)
14:29:33	26928/26928	---M--	200	added ('OK')	image/png	etag:%22bb086fff35cf1:0%22	http://i3.msdn.microsoft.com/Areas/Epx/Content/Images/ImageSprite.png	C:/Hyper-V/Hyper-V/i3.msdn.microsoft.com/Areas/Epx/Content/Images/ImageSprite.png	(from http://i3.msdn.microsoft.com/Combined.css?resources=0:Topic,0:CodeSnippet,0:ExpandableCollapsibleArea,1:CommunityContent,0:TopicNotInScope,0:FeedViewerBasic,0:ImageSprite,2:Header,2:sprite,1:Toc,1:LibraryMemberFilter,2:Footer,3:DetailedLinkList,3:LinkList,4:Windows;/Areas/Epx/Content/Css:0,/Areas/Library/Content:1,/Areas/Epx/Themes/Windows/Content:2,/Areas/Epx/Themes/Base/Content:3,/Areas/Library/Themes/Windows/Content:4&amp;hashKey=E1AF301680B6D838738C2F52E9149624)
14:29:33	871/871	---M--	200	added ('OK')	image/gif	etag:%222f3f7efff35cf1:0%22	http://i3.msdn.microsoft.com/Areas/Epx/Content/Images/Arrow.gif	C:/Hyper-V/Hyper-V/i3.msdn.microsoft.com/Areas/Epx/Content/Images/Arrow.gif	(from http://i3.msdn.microsoft.com/Combined.css?resources=0:Topic,0:CodeSnippet,0:ExpandableCollapsibleArea,1:CommunityContent,0:TopicNotInScope,0:FeedViewerBasic,0:ImageSprite,2:Header,2:sprite,1:Toc,1:LibraryMemberFilter,2:Footer,3:DetailedLinkList,3:LinkList,4:Windows;/Areas/Epx/Content/Css:0,/Areas/Library/Content:1,/Areas/Epx/Themes/Windows/Content:2,/Areas/Epx/Themes/Base/Content:3,/Areas/Library/Themes/Windows/Content:4&amp;hashKey=E1AF301680B6D838738C2F52E9149624)
14:29:35	28534/28534	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:29:37%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541670(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541670(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).aspx)
14:29:36	30854/30854	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:29:37%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).aspx)
14:29:38	32100/32100	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:29:39%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).aspx)
14:29:44	35639/35639	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:29:41%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541470(v=vs.85).aspx)
14:29:59	34620/34620	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:00%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541584(v=vs.85).aspx)
14:30:04	56918/56918	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:01%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541612(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541612(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541584(v=vs.85).aspx)
14:30:05	95/95	---M--	200	added ('OK')	text/plain	etag:%227d58abbc1bf4cb1:0%22	http://go.microsoft.com/robots.txt		(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:30:21	2279/2279	---M-Z	200	added ('OK')	text/plain	etag:%228197c6223fcf1:0%22	http://www.microsoft.com/robots.txt		(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:30:21	164/164	---M--	302	error ('Found')	text/html	date:Mon,%2017%20Mar%202014%2010:29:24%20GMT	http://www.microsoft.com/info/privacy.mspx	C:/Hyper-V/Hyper-V/www.microsoft.com/info/privacy.6.delayed	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff542584(v=vs.85).aspx)
14:30:33	79343/79343	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:23%20GMT	http://blogs.msdn.com/b/windows_hardware_certification/	C:/Hyper-V/Hyper-V/blogs.msdn.com/b/windows_hardware_certification/index.html	(from http://go.microsoft.com/fwlink/p/?linkid=285656)
14:30:34	28336/28336	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:35%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541436(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541436(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541670(v=vs.85).aspx)
14:30:35	28174/28174	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:36%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff543168(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff543168(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541670(v=vs.85).aspx)
14:30:37	31973/31973	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:38%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541463(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541463(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).aspx)
14:30:38	29151/29151	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:39%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541614(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541614(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).aspx)
14:30:39	29355/29355	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:41%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541473(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541473(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).aspx)
14:30:40	31270/31270	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:42%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538616(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538616(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541450(v=vs.85).aspx)
14:30:41	31201/31201	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:42%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541416(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541416(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:43	32344/32344	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:44%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541381(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541381(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:44	31655/31655	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:45%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541387(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541387(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:45	31474/31474	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:46%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541377(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541377(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:46	31068/31068	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:47%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff543172(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff543172(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:47	31871/31871	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:49%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538459(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538459(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:49	39566/39566	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:50%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541404(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541404(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:50	32708/32708	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:51%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541414(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541414(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:51	33045/33045	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:52%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541395(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541395(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:52	31493/31493	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:53%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541421(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541421(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:54	28591/28591	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:55%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541430(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541430(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:55	36391/36391	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:56%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538675(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538675(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541407(v=vs.85).aspx)
14:30:56	29893/29893	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:57%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541570(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541570(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:30:58	29446/29446	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:30:59%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541577(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541577(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:30:59	29363/29363	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:00%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541593(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541593(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:00	29245/29245	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:02%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538809(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538809(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:01	28844/28844	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:02%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541526(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541526(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:02	31115/31115	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:03%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541650(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541650(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:04	33664/33664	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:06%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541644(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541644(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:05	29390/29390	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:07%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541639(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541639(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:06	29439/29439	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:07%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541633(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541633(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:08	30940/30940	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:09%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541532(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541532(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:09	32072/32072	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:10%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541625(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541625(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:10	29652/29652	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:12%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541564(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541564(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:11	31612/31612	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:13%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541574(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541574(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:13	30204/30204	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:14%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541598(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541598(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:14	34392/34392	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:16%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541480(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541480(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:16	32459/32459	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:17%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538798(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538798(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:17	30395/30395	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:18%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541601(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541601(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:18	29189/29189	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:20%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541438(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541438(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:19	31300/31300	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:21%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff541515(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff541515(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541492(v=vs.85).aspx)
14:31:21	29548/29548	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:22%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff542525(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff542525(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).aspx)
14:31:22	28304/28304	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:23%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538824(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538824(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).aspx)
14:31:24	28695/28695	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:24%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff542657(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff542657(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).aspx)
14:31:25	28163/28163	---M-Z	200	added ('OK')	text/html	date:Mon,%2017%20Mar%202014%2010:31:26%20GMT	http://msdn.microsoft.com/en-us/library/windows/hardware/ff538780(v=vs.85).aspx	C:/Hyper-V/Hyper-V/msdn.microsoft.com/en-us/library/windows/hardware/ff538780(v=vs.85).html	(from http://msdn.microsoft.com/en-us/library/windows/hardware/ff541458(v=vs.85).aspx)
